identifier,alternative_identifiers,country,continent,region,culture,epoch,group,comment,latitude,longitude,sex,site,site_detail,mt_hg,ychr_hg,year_from,year_to,date_detail,bp,c14_lab_code,reference_name,reference_link,data_link,c14_sample_tag,c14_layer_tag,ychr_snps,avg_coverage,sequence_source,mitopatho_alleles,mitopatho_positions,mitopatho_locus,mitopatho_diseases,mitopatho_statuses,mitopatho_homoplasms,mitopatho_heteroplasms
UCT473,none,South Africa,Africa,Kasteelberg,South_Africa_1200BP.SG,South_Africa_1200BP.SG,none,none,-32.812316,17.948651,F,South_Africa_1200BP.SG,none,L0d1a1a,n/a (female),665 calCE,884 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
UCT386,none,South Africa,Africa,Faraoskop Rock Shelter,South_Africa_1900BP.SG,South_Africa_1900BP.SG,none,none,-31.980439,18.517695,M,South_Africa_1900BP.SG,none,L0d1b2b1b,..,88 calBCE,202 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
KhoesanLeipzigHunter,none,South Africa,Africa,St. Helena,South_Africa_2200BP.SG,South_Africa_2200BP.SG,none,none,-32.76027778,18.02972222,M,South_Africa_2200BP.SG,none,L0d2c1,..,403 calBCE,201 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I1274,none,Spain,Europe,"Burgos, Atapuerca, El Mirador Cave",Spain_C_brother.I1277,Copper Age,none,none,42.33333333,-3.5,M,Spain_C_brother.I1277,none,H3,..,2900 BCE,2300 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I1302,none,Spain,Europe,"Burgos, Atapuerca, El Mirador Cave",Spain_C_father.or.son.I1314,Copper Age,none,none,42.33333333,-3.5,M,Spain_C_father.or.son.I1314,none,J2b1a3,..,2900 BCE,2300 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0581,none,Spain,Europe,"Burgos, Atapuerca, El Mirador Cave",Spain_C,Copper Age,none,none,42.33333333,-3.5,M,Spain_C,none,X2b,..,2900 calBCE,2675 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I23569,none,Spain,Europe,"Cantabria, La Fragua cave",Spain_EBA,Bronze Age,none,none,43.44,-3.42,M,Spain_EBA,none,X2b4a,..,2199 calBCE,1978 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I4329,none,Spain,Europe,"Balearic Islands, Mallorca, Cova des Moro",Spain_EBA_Mallorca,Bronze Age,none,none,39.505018,3.301983,F,Spain_EBA_Mallorca,none,J2b1a,n/a (female),2468 calBCE,2294 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I0411,none,Spain,Europe,Els Trocs,Spain_EN_father.or.son.I0410,Neolithic,none,none,42.5,0.5,M,Spain_EN_father.or.son.I0410,none,K1a2a,F,5298 calBCE,5059 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I4420,none,Spain,Europe,"Balearic Islands, Formentera, Cova 127",Spain_Formentera_MBA,Bronze Age,none,none,38.686574,1.421209,F,Spain_Formentera_MBA,none,H5,n/a (female),1879 calBCE,1697 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I10899,none,Spain,Europe,"Andalusia, Piñar, Granada, Cueva de la Carigüela",Spain_HG,Paleolithic,none,none,37.439437,-3.437567,M,Spain_HG,none,U5b1,..,40000 BCE,5000 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19722,none,Spain,Europe,"Girona, Pontós, Mas Castellar",Spain_IA,Iron Age,none,none,42.1992,2.9023,M,Spain_IA,none,H4a1,..,413 calBCE,382 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3321,none,Spain,Europe,"Valencian Community, Castelló/Castellón, Vilafamés, Els Estrets de la Rata",Spain_IA,Iron Age,none,none,40.138,-0.07,M,Spain_IA,none,U3a1,..,300 BCE,100 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20740,none,Spain,Europe,"Asturias, El Espinoso cave",Spain_LBA,Bronze Age,none,none,43.38,-4.57,M,Spain_LBA,none,H1j,..,1300 BCE,1000 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2469,none,Spain,Europe,"Basque Country, Araba/Álava, Laguardia, El Sotillo",Spain_LBA,Bronze Age,none,none,42.57,-2.62,F,Spain_LBA,none,H3an,n/a (female),971 calBCE,813 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20736,none,Spain,Europe,"Asturias, El Espinoso cave",Spain_LBA_1d.rel.I23440.I23441,Bronze Age,none,none,43.38,-4.57,F,Spain_LBA_1d.rel.I23440.I23441,none,H1j,n/a (female),1300 BCE,1000 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20735,none,Spain,Europe,"Asturias, El Espinoso cave",Spain_LBA_o2_lc,Bronze Age,none,none,43.38,-4.57,M,Spain_LBA_o2_lc,none,H1j,..,1300 BCE,1000 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19987,none,Spain,Europe,"Palencia, Monte Bernorio",Spain_LIA,Iron Age,none,none,42.7939,-4.19278,F,Spain_LIA,none,H1e1a6,n/a (female),152 calBCE,4 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19989,none,Spain,Europe,"Palencia, Monte Bernorio",Spain_LIA,Iron Age,none,none,42.7939,-4.19278,F,Spain_LIA,none,H1e1a6,n/a (female),200 BCE,1 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19990,none,Spain,Europe,"Palencia, Monte Bernorio",Spain_LIA,Iron Age,none,none,42.7939,-4.19278,M,Spain_LIA,none,U5b1g,..,160 calBCE,1 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19991,none,Spain,Europe,"Palencia, Monte Bernorio",Spain_LIA,Iron Age,none,none,42.7939,-4.19278,M,Spain_LIA,none,U5b1g,..,200 BCE,1 BCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I2470,none,Spain,Europe,"Basque Country, Alava, El Sotillo",Spain_MBA,Bronze Age,none,none,42.57,-2.62,M,Spain_MBA,none,J2a1a1,..,1412 calBCE,1227 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I4420,none,Spain,Europe,"Balearic Islands, Formentera, Cova 127",Spain_MBA_Formentera_noUDG,Bronze Age,none,none,38.686574,1.421209,F,Spain_MBA_Formentera_noUDG,none,H5,n/a (female),1879 calBCE,1697 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3315,none,Spain,Europe,"Balearic Islands, Menorca, Naveta des Tudons",Spain_Menorca_LBA,Bronze Age,none,none,39.999,3.891,M,Spain_Menorca_LBA,none,U5b1+16189+@16192,..,904 calBCE,814 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I3315,none,Spain,Europe,"Balearic Islands, Menorca, Naveta des Tudons",Spain_Menorca_LBA_new,Bronze Age,none,none,39.999,3.891,M,Spain_Menorca_LBA_new,none,U5b1+16189+@16192,..,904 calBCE,814 calBCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I17470,none,Sudan,Africa,6-G-8,Sudan_EarlyChristian,Classical Age,none,none,..,..,M,Sudan_EarlyChristian,none,L5a1a,..,500 CE,1500 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I21010,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian,none,T2,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I21035,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian,none,L0a1a1,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I21036,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian,none,L5a1b,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I21037,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian,none,U5b2b5,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20913,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_lc,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_lc,none,L5a1b,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I21008,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_lc,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_lc,none,n/a (<2x),n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I21041,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_lc,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_lc,none,U5b2b5,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I20916,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_o_lc,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_o_lc,none,L0a1a,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19013,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,R0a1a,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19014,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,H2a,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19015,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,U5b2b5,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19132,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,H2a,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19134,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,L0a1a1,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19135,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,R0a1a,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19136,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,L5a1b,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19138,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,L3b1a2,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19139,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,L0a1a1,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19140,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,L5a1b,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19143,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,L2a1d1,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19144,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,H2a,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19145,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,L2a1d1,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19148,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,U3b2,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6139,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,K1a19,..,669 calCE,820 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6140,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,U5b2b5,n/a (female),682 calCE,878 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6141,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,L2a1+143+16189  (16192),n/a (female),772 calCE,957 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6250,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,H2a,..,706 calCE,884 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6251,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,L0a1a1,n/a (female),774 calCE,884 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6252,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,H2a,..,702 calCE,881 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6253,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,H2a,n/a (female),772 calCE,946 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6327,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,L2a1d1,..,893 calCE,1022 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6328,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,J2a2e,..,773 calCE,990 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6330,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R,none,U1a1,n/a (female),673 calCE,825 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6340,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R,none,U5b2b5,..,772 calCE,957 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6138,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_brother.of.I6331,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R_brother.of.I6331,none,H2a,..,669 calCE,820 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6331,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_dup.I21009,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R_dup.I21009,none,H2a,..,784 calCE,879 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I6329,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_dup.I21012,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R_dup.I21012,none,N1b1a2,n/a (female),772 calCE,892 calCE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19133,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_lc,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R_lc,none,H2a,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19141,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_lc,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_R_lc,none,L0a1a1,..,650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19142,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_lc,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R_lc,none,L2a1d1,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19146,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_lc,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R_lc,none,U5b2b5,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I19137,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery R",Sudan_EarlyChristian_R_oWestEurasian,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_R_oWestEurasian,none,H2a,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I17449,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_S,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_S,none,L2a1d1,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I17450,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_S,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_S,none,U5b2b5,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I17451,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_S,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_S,none,H2a,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I17473,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_S,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_S,none,HV13a,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I17477,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_S,Classical Age,none,none,21.070453,30.664028,F,Sudan_EarlyChristian_S,none,L5a1b,n/a (female),650 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
I17481,none,Sudan,Africa,"Nubia, Kulubnarti, Cemetery S",Sudan_EarlyChristian_S,Classical Age,none,none,21.070453,30.664028,M,Sudan_EarlyChristian_S,none,U5b2b5,..,700 CE,1050 CE,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
